No,Unit,Time,dir,CMD,q,w,Resp,Errorcode
65719,BRM800,2024042323:15:37.213,Recv,39,,,4F,
65720,BRM800,2024042323:31:54.436,Send,46,,,,
65721,BRM800,2024042323:31:55.572,Recv,46,,,4F,
65722,BRM800,2024042323:31:55.588,Send,37,,,,
65723,BRM800,2024042323:32:09.496,Recv,37,,,4F,
65724,BRM800,2024042323:32:10.935,Send,45,,,,
65725,BRM800,2024042323:32:13.216,Recv,45,,,4F,
65726,BRM800,2024042323:32:14.420,Send,46,,,,
65727,BRM800,2024042323:32:18.387,Recv,46,,,4F,
65728,BRM800,2024042323:32:18.404,Send,39,,,,
65729,BRM800,2024042323:32:25.872,Recv,39,,,4F,
65730,BRM800,2024042323:34:47.809,Send,31,,,,
65731,BRM800,2024042323:34:49.941,Recv,31,,,4F,
65732,BRM800,2024042323:34:50.337,Send,45,,,,
65733,BRM800,2024042323:34:52.407,Recv,45,,,4F,
65734,BRM800,2024042323:35:34.231,Send,46,,,,
65735,BRM800,2024042323:35:38.178,Recv,46,,,4F,
65736,BRM800,2024042323:35:39.571,Send,39,,,,
65737,BRM800,2024042323:35:45.435,Recv,39,,,4F,
65738,BRM800,2024042323:42:02.749,Send,31,,,,
65739,BRM800,2024042323:42:04.882,Recv,31,,,4F,
65740,BRM800,2024042323:42:05.164,Send,45,,,,
65741,BRM800,2024042323:42:07.209,Recv,45,,,4F,
65742,BRM800,2024042323:42:10.666,Send,46,,,,
65743,BRM800,2024042323:42:14.597,Recv,46,,,4F,
65744,BRM800,2024042323:42:14.892,Send,32,,,,
65745,BRM800,2024042323:42:31.998,Recv,32,,,4F,
65746,BRM800,2024042323:42:32.841,Send,45,,,,
65747,BRM800,2024042323:42:34.578,Recv,45,,,4F,
65748,BRM800,2024042323:42:36.110,Send,46,,,,
65749,BRM800,2024042323:42:40.066,Recv,46,,,4F,
65750,BRM800,2024042323:42:46.260,Send,33,,,,
65751,BRM800,2024042323:42:55.021,Recv,33,,,4F,
65752,BRM800,2024042323:42:55.786,Send,39,,,,
65753,BRM800,2024042323:43:03.952,Recv,39,,,4F,
65754,BRM800,2024042400:22:37.915,Send,31,,,,
65755,BRM800,2024042400:22:40.063,Recv,31,,,4F,
65756,BRM800,2024042400:22:40.455,Send,45,,,,
65757,BRM800,2024042400:22:42.495,Recv,45,,,4F,
65758,BRM800,2024042400:22:47.432,Send,46,,,,
65759,BRM800,2024042400:22:51.359,Recv,46,,,4F,
65760,BRM800,2024042400:22:51.653,Send,32,,,,
65761,BRM800,2024042400:23:18.804,Recv,32,,,4F,
65762,BRM800,2024042400:23:20.679,Send,45,,,,
65763,BRM800,2024042400:23:22.467,Recv,45,,,4F,
65764,BRM800,2024042400:23:24.342,Send,46,,,,
65765,BRM800,2024042400:23:28.299,Recv,46,,,4F,
65766,BRM800,2024042400:23:32.300,Send,31,,,,
65767,BRM800,2024042400:23:36.067,Recv,31,,,4F,
65768,BRM800,2024042400:23:36.096,Send,45,,,,
65769,BRM800,2024042400:23:38.144,Recv,45,,,4F,
65770,BRM800,2024042400:23:46.616,Send,46,,,,
65771,BRM800,2024042400:23:50.571,Recv,46,,,4F,
65772,BRM800,2024042400:23:50.985,Send,32,,,,
65773,BRM800,2024042400:24:15.975,Recv,32,,,4F,
65774,BRM800,2024042400:24:17.411,Send,45,,,,
65775,BRM800,2024042400:24:19.151,Recv,45,,,4F,
65776,BRM800,2024042400:24:21.251,Send,46,,,,
65777,BRM800,2024042400:24:25.190,Recv,46,,,4F,
65778,BRM800,2024042400:24:34.866,Send,33,,,,
65779,BRM800,2024042400:25:03.619,Recv,33,,,4F,
65780,BRM800,2024042400:25:05.098,Send,39,,,,
65781,BRM800,2024042400:25:13.315,Recv,39,,,4F,
65782,BRM800,2024042400:35:22.044,Send,31,,,,
65783,BRM800,2024042400:35:24.189,Recv,31,,,4F,
65784,BRM800,2024042400:35:24.593,Send,45,,,,
65785,BRM800,2024042400:35:26.637,Recv,45,,,4F,
65786,BRM800,2024042400:35:29.971,Send,46,,,,
65787,BRM800,2024042400:35:33.940,Recv,46,,,4F,
65788,BRM800,2024042400:35:34.375,Send,32,,,,
65789,BRM800,2024042400:35:45.508,Recv,32,,,4E,26B400
65790,BRM800,2024042400:35:46.449,Send,45,,,,
65791,BRM800,2024042400:35:48.185,Recv,45,,,4F,
65792,BRM800,2024042400:35:54.597,Send,46,,,,
65793,BRM800,2024042400:35:58.545,Recv,46,,,4F,
65794,BRM800,2024042400:35:58.931,Send,31,,,,
65795,BRM800,2024042400:36:03.001,Recv,31,,,4F,
65796,BRM800,2024042400:36:03.030,Send,45,,,,
65797,BRM800,2024042400:36:05.073,Recv,45,,,4F,
65798,BRM800,2024042400:36:18.541,Send,46,,,,
65799,BRM800,2024042400:36:22.485,Recv,46,,,4F,
65800,BRM800,2024042400:36:23.823,Send,39,,,,
65801,BRM800,2024042400:36:30.009,Recv,39,,,4F,
65802,BRM800,2024042407:37:17.385,Send,31,,,,
65803,BRM800,2024042407:37:19.524,Recv,31,,,4F,
65804,BRM800,2024042407:37:19.807,Send,45,,,,
65805,BRM800,2024042407:37:21.848,Recv,45,,,4F,
65806,BRM800,2024042407:37:28.195,Send,46,,,,
65807,BRM800,2024042407:37:32.154,Recv,46,,,4F,
65808,BRM800,2024042407:37:32.477,Send,32,,,,
65809,BRM800,2024042407:37:51.124,Recv,32,,,4F,
65810,BRM800,2024042407:37:52.315,Send,45,,,,
65811,BRM800,2024042407:37:54.056,Recv,45,,,4F,
65812,BRM800,2024042407:37:55.406,Send,46,,,,
65813,BRM800,2024042407:37:59.364,Recv,46,,,4F,
65814,BRM800,2024042407:38:06.308,Send,33,,,,
65815,BRM800,2024042407:38:18.936,Recv,33,,,4F,
65816,BRM800,2024042407:38:19.708,Send,39,,,,
65817,BRM800,2024042407:38:27.756,Recv,39,,,4F,
65818,BRM800,2024042407:58:24.200,Send,46,,,,
65819,BRM800,2024042407:58:25.340,Recv,46,,,4F,
65820,BRM800,2024042407:58:25.356,Send,37,,,,
65821,BRM800,2024042407:58:35.664,Recv,37,,,4F,
65822,BRM800,2024042407:58:36.912,Send,45,,,,
65823,BRM800,2024042407:58:39.105,Recv,45,,,4F,
65824,BRM800,2024042407:58:40.310,Send,46,,,,
65825,BRM800,2024042407:58:44.256,Recv,46,,,4F,
65826,BRM800,2024042407:58:44.281,Send,39,,,,
65827,BRM800,2024042407:58:51.436,Recv,39,,,4F,
65828,BRM800,2024042408:01:56.931,Send,31,,,,
65829,BRM800,2024042408:01:59.064,Recv,31,,,4F,
65830,BRM800,2024042408:01:59.407,Send,45,,,,
65831,BRM800,2024042408:02:01.449,Recv,45,,,4F,
65832,BRM800,2024042408:02:04.261,Send,46,,,,
65833,BRM800,2024042408:02:08.203,Recv,46,,,4F,
65834,BRM800,2024042408:02:08.504,Send,32,,,,
65835,BRM800,2024042408:02:13.599,Recv,32,,,4F,
65836,BRM800,2024042408:02:19.668,Send,33,,,,
65837,BRM800,2024042408:02:25.600,Recv,33,,,4F,
65838,BRM800,2024042408:02:26.067,Send,39,,,,
65839,BRM800,2024042408:02:33.900,Recv,39,,,4F,
65840,BRM800,2024042408:03:29.059,Send,46,,,,
65841,BRM800,2024042408:03:30.199,Recv,46,,,4F,
65842,BRM800,2024042408:03:30.215,Send,37,,,,
65843,BRM800,2024042408:03:42.207,Recv,37,,,4F,
65844,BRM800,2024042408:03:43.539,Send,45,,,,
65845,BRM800,2024042408:03:45.819,Recv,45,,,4F,
65846,BRM800,2024042408:03:48.154,Send,46,,,,
65847,BRM800,2024042408:03:52.120,Recv,46,,,4F,
65848,BRM800,2024042408:03:52.136,Send,39,,,,
65849,BRM800,2024042408:03:59.460,Recv,39,,,4F,
65850,BRM800,2024042408:45:17.706,Send,31,,,,
65851,BRM800,2024042408:45:19.840,Recv,31,,,4F,
65852,BRM800,2024042408:45:20.231,Send,45,,,,
65853,BRM800,2024042408:45:22.272,Recv,45,,,4F,
65854,BRM800,2024042408:45:26.244,Send,46,,,,
65855,BRM800,2024042408:45:30.184,Recv,46,,,4F,
65856,BRM800,2024042408:45:30.478,Send,32,,,,
65857,BRM800,2024042408:45:47.112,Recv,32,,,4F,
65858,BRM800,2024042408:45:48.239,Send,45,,,,
65859,BRM800,2024042408:45:49.976,Recv,45,,,4F,
65860,BRM800,2024042408:45:50.813,Send,46,,,,
65861,BRM800,2024042408:45:54.756,Recv,46,,,4F,
65862,BRM800,2024042408:46:01.323,Send,33,,,,
65863,BRM800,2024042408:46:09.304,Recv,33,,,4F,
65864,BRM800,2024042408:46:09.841,Send,39,,,,
65865,BRM800,2024042408:46:17.838,Recv,39,,,4F,
65866,BRM800,2024042409:10:44.674,Send,31,,,,
65867,BRM800,2024042409:10:46.806,Recv,31,,,4F,
65868,BRM800,2024042409:10:47.094,Send,45,,,,
65869,BRM800,2024042409:10:49.132,Recv,45,,,4F,
65870,BRM800,2024042409:10:51.843,Send,46,,,,
65871,BRM800,2024042409:10:55.792,Recv,46,,,4F,
65872,BRM800,2024042409:10:56.073,Send,32,,,,
65873,BRM800,2024042409:11:01.548,Recv,32,,,4F,
65874,BRM800,2024042409:11:06.323,Send,33,,,,
65875,BRM800,2024042409:11:12.984,Recv,33,,,4F,
65876,BRM800,2024042409:11:13.517,Send,39,,,,
65877,BRM800,2024042409:11:21.718,Recv,39,,,4F,
65878,BRM800,2024042409:16:18.629,Send,46,,,,
65879,BRM800,2024042409:16:19.768,Recv,46,,,4F,
65880,BRM800,2024042409:16:19.790,Send,37,,,,
65881,BRM800,2024042409:16:32.836,Recv,37,,,4E,70NN00
65882,BRM800,2024042409:16:33.111,Send,41,,,,
65883,BRM800,2024042409:16:47.591,Recv,41,,,4F,
65884,BRM800,2024042409:16:47.730,Send,37,,,,
65885,BRM800,2024042409:17:06.831,Recv,37,,,4F,
65886,BRM800,2024042409:17:08.481,Send,45,,,,
65887,BRM800,2024042409:17:10.762,Recv,45,,,4F,
65888,BRM800,2024042409:17:12.200,Send,46,,,,
65889,BRM800,2024042409:17:16.159,Recv,46,,,4F,
65890,BRM800,2024042409:17:16.175,Send,39,,,,
65891,BRM800,2024042409:17:23.547,Recv,39,,,4F,
65892,BRM800,2024042409:40:20.826,Send,46,,,,
65893,BRM800,2024042409:40:21.963,Recv,46,,,4F,
65894,BRM800,2024042409:40:21.979,Send,37,,,,
65895,BRM800,2024042409:40:36.067,Recv,37,,,4F,
65896,BRM800,2024042409:40:37.462,Send,45,,,,
65897,BRM800,2024042409:40:39.744,Recv,45,,,4F,
65898,BRM800,2024042409:40:41.154,Send,46,,,,
65899,BRM800,2024042409:40:45.112,Recv,46,,,4F,
65900,BRM800,2024042409:40:45.129,Send,39,,,,
65901,BRM800,2024042409:40:52.479,Recv,39,,,4F,
65902,BRM800,2024042409:42:51.038,Send,46,,,,
65903,BRM800,2024042409:42:52.175,Recv,46,,,4F,
65904,BRM800,2024042409:42:52.191,Send,37,,,,
65905,BRM800,2024042409:43:05.079,Recv,37,,,4F,
65906,BRM800,2024042409:43:06.428,Send,45,,,,
65907,BRM800,2024042409:43:08.715,Recv,45,,,4F,
65908,BRM800,2024042409:43:09.950,Send,46,,,,
65909,BRM800,2024042409:43:13.919,Recv,46,,,4F,
65910,BRM800,2024042409:43:13.939,Send,39,,,,
65911,BRM800,2024042409:43:21.427,Recv,39,,,4F,
65912,BRM800,2024042409:49:04.824,Send,31,,,,
65913,BRM800,2024042409:49:06.962,Recv,31,,,4F,
65914,BRM800,2024042409:49:07.369,Send,45,,,,
65915,BRM800,2024042409:49:09.410,Recv,45,,,4F,
65916,BRM800,2024042409:49:12.556,Send,46,,,,
65917,BRM800,2024042409:49:16.506,Recv,46,,,4F,
65918,BRM800,2024042409:49:16.814,Send,32,,,,
65919,BRM800,2024042409:49:23.388,Recv,32,,,4F,
65920,BRM800,2024042409:49:29.033,Send,33,,,,
65921,BRM800,2024042409:49:36.706,Recv,33,,,4F,
65922,BRM800,2024042409:49:37.252,Send,39,,,,
65923,BRM800,2024042409:49:45.374,Recv,39,,,4F,
65924,BRM800,2024042409:54:58.510,Send,31,,,,
65925,BRM800,2024042409:55:00.645,Recv,31,,,4F,
65926,BRM800,2024042409:55:00.998,Send,45,,,,
65927,BRM800,2024042409:55:03.036,Recv,45,,,4F,
65928,BRM800,2024042409:55:07.179,Send,46,,,,
65929,BRM800,2024042409:55:11.108,Recv,46,,,4F,
65930,BRM800,2024042409:55:11.478,Send,32,,,,
65931,BRM800,2024042409:55:16.576,Recv,32,,,4F,
65932,BRM800,2024042409:55:35.714,Send,33,,,,
65933,BRM800,2024042409:55:41.853,Recv,33,,,4F,
65934,BRM800,2024042409:55:42.316,Send,39,,,,
65935,BRM800,2024042409:55:50.472,Recv,39,,,4F,
65936,BRM800,2024042410:18:19.708,Send,46,,,,
65937,BRM800,2024042410:18:20.845,Recv,46,,,4F,
65938,BRM800,2024042410:18:20.861,Send,37,,,,
65939,BRM800,2024042410:18:29.085,Recv,37,,,4F,
65940,BRM800,2024042410:18:30.363,Send,45,,,,
65941,BRM800,2024042410:18:32.545,Recv,45,,,4F,
65942,BRM800,2024042410:18:33.825,Send,46,,,,
65943,BRM800,2024042410:18:37.785,Recv,46,,,4F,
65944,BRM800,2024042410:18:37.802,Send,39,,,,
65945,BRM800,2024042410:18:44.689,Recv,39,,,4F,
65946,BRM800,2024042410:22:35.751,Send,46,,,,
65947,BRM800,2024042410:22:36.888,Recv,46,,,4F,
65948,BRM800,2024042410:22:36.903,Send,37,,,,
65949,BRM800,2024042410:22:48.892,Recv,37,,,4F,
65950,BRM800,2024042410:22:50.256,Send,45,,,,
65951,BRM800,2024042410:22:52.536,Recv,45,,,4F,
65952,BRM800,2024042410:22:53.823,Send,46,,,,
65953,BRM800,2024042410:22:57.778,Recv,46,,,4F,
65954,BRM800,2024042410:22:57.801,Send,39,,,,
65955,BRM800,2024042410:23:05.124,Recv,39,,,4F,
65956,BRM800,2024042410:24:36.049,Send,46,,,,
65957,BRM800,2024042410:24:37.184,Recv,46,,,4F,
65958,BRM800,2024042410:24:37.200,Send,37,,,,
65959,BRM800,2024042410:24:48.841,Recv,37,,,4F,
65960,BRM800,2024042410:24:50.152,Send,45,,,,
65961,BRM800,2024042410:24:52.435,Recv,45,,,4F,
65962,BRM800,2024042410:24:53.762,Send,46,,,,
65963,BRM800,2024042410:24:57.718,Recv,46,,,4F,
65964,BRM800,2024042410:24:57.739,Send,39,,,,
65965,BRM800,2024042410:25:05.123,Recv,39,,,4F,
65966,BRM800,2024042410:51:51.717,Send,46,,,,
65967,BRM800,2024042410:51:52.855,Recv,46,,,4F,
65968,BRM800,2024042410:51:52.871,Send,37,,,,
65969,BRM800,2024042410:52:03.108,Recv,37,,,4F,
65970,BRM800,2024042410:52:04.278,Send,45,,,,
65971,BRM800,2024042410:52:06.468,Recv,45,,,4F,
65972,BRM800,2024042410:52:07.794,Send,46,,,,
65973,BRM800,2024042410:52:11.747,Recv,46,,,4F,
65974,BRM800,2024042410:52:11.762,Send,39,,,,
65975,BRM800,2024042410:52:19.027,Recv,39,,,4F,
65976,BRM800,2024042410:56:40.905,Send,46,,,,
65977,BRM800,2024042410:56:42.043,Recv,46,,,4F,
65978,BRM800,2024042410:56:42.059,Send,37,,,,
65979,BRM800,2024042410:56:55.535,Recv,37,,,4F,
65980,BRM800,2024042410:56:56.832,Send,45,,,,
65981,BRM800,2024042410:56:59.011,Recv,45,,,4F,
65982,BRM800,2024042410:57:00.842,Send,46,,,,
65983,BRM800,2024042410:57:04.789,Recv,46,,,4F,
65984,BRM800,2024042410:57:04.805,Send,39,,,,
65985,BRM800,2024042410:57:11.887,Recv,39,,,4F,
65986,BRM800,2024042410:58:13.560,Send,46,,,,
65987,BRM800,2024042410:58:14.699,Recv,46,,,4F,
65988,BRM800,2024042410:58:14.716,Send,37,,,,
65989,BRM800,2024042410:58:28.191,Recv,37,,,4F,
65990,BRM800,2024042410:58:29.489,Send,45,,,,
65991,BRM800,2024042410:58:31.667,Recv,45,,,4F,
65992,BRM800,2024042410:58:33.357,Send,46,,,,
65993,BRM800,2024042410:58:37.299,Recv,46,,,4F,
65994,BRM800,2024042410:58:37.317,Send,39,,,,
65995,BRM800,2024042410:58:44.338,Recv,39,,,4F,
65996,BRM800,2024042411:02:26.194,Send,46,,,,
65997,BRM800,2024042411:02:27.330,Recv,46,,,4F,
65998,BRM800,2024042411:02:27.346,Send,37,,,,
65999,BRM800,2024042411:02:37.574,Recv,37,,,4F,
66000,BRM800,2024042411:02:38.807,Send,45,,,,
66001,BRM800,2024042411:02:40.990,Recv,45,,,4F,
66002,BRM800,2024042411:02:42.420,Send,46,,,,
66003,BRM800,2024042411:02:46.376,Recv,46,,,4F,
66004,BRM800,2024042411:02:46.392,Send,39,,,,
66005,BRM800,2024042411:02:53.594,Recv,39,,,4F,
66006,BRM800,2024042411:06:30.201,Send,31,,,,
66007,BRM800,2024042411:06:32.341,Recv,31,,,4F,
66008,BRM800,2024042411:06:32.623,Send,45,,,,
66009,BRM800,2024042411:06:34.660,Recv,45,,,4F,
66010,BRM800,2024042411:06:45.446,Send,46,,,,
66011,BRM800,2024042411:06:49.393,Recv,46,,,4F,
66012,BRM800,2024042411:06:49.699,Send,32,,,,
66013,BRM800,2024042411:07:17.525,Recv,32,,,4F,
66014,BRM800,2024042411:07:19.352,Send,45,,,,
66015,BRM800,2024042411:07:21.094,Recv,45,,,4F,
66016,BRM800,2024042411:07:22.450,Send,46,,,,
66017,BRM800,2024042411:07:26.397,Recv,46,,,4F,
66018,BRM800,2024042411:07:38.569,Send,31,,,,
66019,BRM800,2024042411:07:42.348,Recv,31,,,4F,
66020,BRM800,2024042411:07:42.384,Send,45,,,,
66021,BRM800,2024042411:07:44.425,Recv,45,,,4F,
66022,BRM800,2024042411:07:47.441,Send,46,,,,
66023,BRM800,2024042411:07:51.381,Recv,46,,,4F,
66024,BRM800,2024042411:07:51.800,Send,32,,,,
66025,BRM800,2024042411:08:07.517,Recv,32,,,4F,
66026,BRM800,2024042411:08:08.252,Send,45,,,,
66027,BRM800,2024042411:08:10.005,Recv,45,,,4F,
66028,BRM800,2024042411:08:10.533,Send,46,,,,
66029,BRM800,2024042411:08:14.485,Recv,46,,,4F,
66030,BRM800,2024042411:08:18.115,Send,31,,,,
66031,BRM800,2024042411:08:21.869,Recv,31,,,4F,
66032,BRM800,2024042411:08:21.896,Send,45,,,,
66033,BRM800,2024042411:08:23.941,Recv,45,,,4F,
66034,BRM800,2024042411:08:27.292,Send,46,,,,
66035,BRM800,2024042411:08:31.229,Recv,46,,,4F,
66036,BRM800,2024042411:08:31.623,Send,32,,,,
66037,BRM800,2024042411:08:47.080,Recv,32,,,4F,
66038,BRM800,2024042411:08:48.013,Send,45,,,,
66039,BRM800,2024042411:08:49.762,Recv,45,,,4F,
66040,BRM800,2024042411:08:50.543,Send,46,,,,
66041,BRM800,2024042411:08:54.501,Recv,46,,,4F,
66042,BRM800,2024042411:09:03.131,Send,31,,,,
66043,BRM800,2024042411:09:06.933,Recv,31,,,4F,
66044,BRM800,2024042411:09:06.961,Send,45,,,,
66045,BRM800,2024042411:09:09.002,Recv,45,,,4F,
66046,BRM800,2024042411:09:11.191,Send,46,,,,
66047,BRM800,2024042411:09:15.121,Recv,46,,,4F,
66048,BRM800,2024042411:09:15.578,Send,32,,,,
66049,BRM800,2024042411:09:30.860,Recv,32,,,4F,
66050,BRM800,2024042411:09:31.954,Send,45,,,,
66051,BRM800,2024042411:09:33.688,Recv,45,,,4F,
66052,BRM800,2024042411:09:34.550,Send,46,,,,
66053,BRM800,2024042411:09:38.517,Recv,46,,,4F,
66054,BRM800,2024042411:09:41.607,Send,31,,,,
66055,BRM800,2024042411:09:45.364,Recv,31,,,4F,
66056,BRM800,2024042411:09:45.391,Send,45,,,,
66057,BRM800,2024042411:09:47.433,Recv,45,,,4F,
66058,BRM800,2024042411:09:48.747,Send,46,,,,
66059,BRM800,2024042411:09:52.699,Recv,46,,,4F,
66060,BRM800,2024042411:09:53.091,Send,32,,,,
66061,BRM800,2024042411:10:08.233,Recv,32,,,4F,
66062,BRM800,2024042411:10:09.380,Send,45,,,,
66063,BRM800,2024042411:10:11.120,Recv,45,,,4F,
66064,BRM800,2024042411:10:12.001,Send,46,,,,
66065,BRM800,2024042411:10:15.952,Recv,46,,,4F,
66066,BRM800,2024042411:10:20.305,Send,33,,,,
66067,BRM800,2024042411:10:39.949,Recv,33,,,4F,
66068,BRM800,2024042411:10:41.315,Send,39,,,,
66069,BRM800,2024042411:10:49.288,Recv,39,,,4F,
66070,BRM800,2024042411:17:32.391,Send,46,,,,
66071,BRM800,2024042411:17:33.527,Recv,46,,,4F,
66072,BRM800,2024042411:17:33.543,Send,37,,,,
66073,BRM800,2024042411:17:45.695,Recv,37,,,4F,
66074,BRM800,2024042411:17:47.051,Send,45,,,,
66075,BRM800,2024042411:17:49.331,Recv,45,,,4F,
66076,BRM800,2024042411:17:51.076,Send,46,,,,
66077,BRM800,2024042411:17:55.018,Recv,46,,,4F,
66078,BRM800,2024042411:17:55.037,Send,39,,,,
66079,BRM800,2024042411:18:02.367,Recv,39,,,4F,
66080,BRM800,2024042411:19:05.263,Send,46,,,,
66081,BRM800,2024042411:19:06.399,Recv,46,,,4F,
66082,BRM800,2024042411:19:06.415,Send,37,,,,
66083,BRM800,2024042411:19:19.679,Recv,37,,,4F,
66084,BRM800,2024042411:19:21.039,Send,45,,,,
66085,BRM800,2024042411:19:23.320,Recv,45,,,4F,
66086,BRM800,2024042411:19:24.529,Send,46,,,,
66087,BRM800,2024042411:19:28.479,Recv,46,,,4F,
66088,BRM800,2024042411:19:28.497,Send,39,,,,
66089,BRM800,2024042411:19:35.819,Recv,39,,,4F,
66090,BRM800,2024042411:33:51.804,Send,46,,,,
66091,BRM800,2024042411:33:52.940,Recv,46,,,4F,
66092,BRM800,2024042411:33:52.957,Send,37,,,,
66093,BRM800,2024042411:34:07.276,Recv,37,,,4F,
66094,BRM800,2024042411:34:08.624,Send,45,,,,
66095,BRM800,2024042411:34:10.905,Recv,45,,,4F,
66096,BRM800,2024042411:34:12.138,Send,46,,,,
66097,BRM800,2024042411:34:16.076,Recv,46,,,4F,
66098,BRM800,2024042411:34:16.095,Send,39,,,,
66099,BRM800,2024042411:34:23.484,Recv,39,,,4F,
66100,BRM800,2024042411:35:08.386,Send,46,,,,
66101,BRM800,2024042411:35:09.532,Recv,46,,,4F,
66102,BRM800,2024042411:35:09.548,Send,37,,,,
66103,BRM800,2024042411:35:23.704,Recv,37,,,4F,
66104,BRM800,2024042411:35:25.156,Send,45,,,,
66105,BRM800,2024042411:35:27.440,Recv,45,,,4F,
66106,BRM800,2024042411:35:28.638,Send,46,,,,
66107,BRM800,2024042411:35:32.589,Recv,46,,,4F,
66108,BRM800,2024042411:35:32.605,Send,39,,,,
66109,BRM800,2024042411:35:39.971,Recv,39,,,4F,
66110,BRM800,2024042411:36:18.401,Send,46,,,,
66111,BRM800,2024042411:36:19.540,Recv,46,,,4F,
66112,BRM800,2024042411:36:19.556,Send,37,,,,
66113,BRM800,2024042411:36:32.464,Recv,37,,,4F,
66114,BRM800,2024042411:36:33.856,Send,45,,,,
66115,BRM800,2024042411:36:36.140,Recv,45,,,4F,
66116,BRM800,2024042411:36:37.357,Send,46,,,,
66117,BRM800,2024042411:36:41.323,Recv,46,,,4F,
66118,BRM800,2024042411:36:41.347,Send,39,,,,
66119,BRM800,2024042411:36:48.755,Recv,39,,,4F,
66120,BRM800,2024042411:40:51.618,Send,46,,,,
66121,BRM800,2024042411:40:52.759,Recv,46,,,4F,
66122,BRM800,2024042411:40:52.776,Send,37,,,,
66123,BRM800,2024042411:41:06.940,Recv,37,,,4F,
66124,BRM800,2024042411:41:08.471,Send,45,,,,
66125,BRM800,2024042411:41:10.751,Recv,45,,,4F,
66126,BRM800,2024042411:41:11.967,Send,46,,,,
66127,BRM800,2024042411:41:15.908,Recv,46,,,4F,
66128,BRM800,2024042411:41:15.924,Send,39,,,,
66129,BRM800,2024042411:41:23.248,Recv,39,,,4F,
66130,BRM800,2024042411:41:54.007,Send,46,,,,
66131,BRM800,2024042411:41:55.143,Recv,46,,,4F,
66132,BRM800,2024042411:41:55.159,Send,37,,,,
66133,BRM800,2024042411:42:09.367,Recv,37,,,4F,
66134,BRM800,2024042411:42:10.909,Send,45,,,,
66135,BRM800,2024042411:42:13.191,Recv,45,,,4F,
66136,BRM800,2024042411:42:14.419,Send,46,,,,
66137,BRM800,2024042411:42:18.366,Recv,46,,,4F,
66138,BRM800,2024042411:42:18.384,Send,39,,,,
66139,BRM800,2024042411:42:25.776,Recv,39,,,4F,
66140,BRM800,2024042411:47:22.971,Send,31,,,,
66141,BRM800,2024042411:47:25.110,Recv,31,,,4F,
66142,BRM800,2024042411:47:25.500,Send,45,,,,
66143,BRM800,2024042411:47:27.542,Recv,45,,,4F,
66144,BRM800,2024042411:47:42.079,Send,46,,,,
66145,BRM800,2024042411:47:46.015,Recv,46,,,4F,
66146,BRM800,2024042411:47:46.458,Send,32,,,,
66147,BRM800,2024042411:48:04.172,Recv,32,,,4F,
66148,BRM800,2024042411:48:05.034,Send,45,,,,
66149,BRM800,2024042411:48:06.781,Recv,45,,,4F,
66150,BRM800,2024042411:48:13.191,Send,46,,,,
66151,BRM800,2024042411:48:17.159,Recv,46,,,4F,
66152,BRM800,2024042411:48:44.521,Send,31,,,,
66153,BRM800,2024042411:48:48.306,Recv,31,,,4F,
66154,BRM800,2024042411:48:48.334,Send,45,,,,
66155,BRM800,2024042411:48:50.378,Recv,45,,,4F,
66156,BRM800,2024042411:48:54.639,Send,46,,,,
66157,BRM800,2024042411:48:58.582,Recv,46,,,4F,
66158,BRM800,2024042411:48:59.029,Send,32,,,,
66159,BRM800,2024042411:49:14.677,Recv,32,,,4F,
66160,BRM800,2024042411:49:15.898,Send,45,,,,
66161,BRM800,2024042411:49:17.646,Recv,45,,,4F,
66162,BRM800,2024042411:49:18.842,Send,46,,,,
66163,BRM800,2024042411:49:22.814,Recv,46,,,4F,
66164,BRM800,2024042411:49:32.921,Send,31,,,,
66165,BRM800,2024042411:49:36.698,Recv,31,,,4F,
66166,BRM800,2024042411:49:36.727,Send,45,,,,
66167,BRM800,2024042411:49:38.790,Recv,45,,,4F,
66168,BRM800,2024042411:49:42.757,Send,46,,,,
66169,BRM800,2024042411:49:46.690,Recv,46,,,4F,
66170,BRM800,2024042411:49:46.992,Send,32,,,,
66171,BRM800,2024042411:50:02.150,Recv,32,,,4F,
66172,BRM800,2024042411:50:03.158,Send,45,,,,
66173,BRM800,2024042411:50:04.893,Recv,45,,,4F,
66174,BRM800,2024042411:50:10.707,Send,46,,,,
66175,BRM800,2024042411:50:14.654,Recv,46,,,4F,
66176,BRM800,2024042411:50:19.228,Send,33,,,,
66177,BRM800,2024042411:50:31.167,Recv,33,,,4F,
66178,BRM800,2024042411:50:31.705,Send,39,,,,
66179,BRM800,2024042411:50:39.697,Recv,39,,,4F,
66180,BRM800,2024042411:57:38.267,Send,46,,,,
66181,BRM800,2024042411:57:39.401,Recv,46,,,4F,
66182,BRM800,2024042411:57:39.416,Send,37,,,,
66183,BRM800,2024042411:57:51.564,Recv,37,,,4F,
66184,BRM800,2024042411:57:52.962,Send,45,,,,
66185,BRM800,2024042411:57:55.252,Recv,45,,,4F,
66186,BRM800,2024042411:57:56.482,Send,46,,,,
66187,BRM800,2024042411:58:00.433,Recv,46,,,4F,
66188,BRM800,2024042411:58:00.450,Send,39,,,,
66189,BRM800,2024042411:58:07.813,Recv,39,,,4F,
66190,BRM800,2024042412:01:22.508,Send,46,,,,
66191,BRM800,2024042412:01:23.679,Recv,46,,,4F,
